VALOR,VIGENCIADESDE,VIGENCIAHASTA
2667.06,06/04/2004,06/04/2004
2663.05,07/04/2004,07/04/2004
2659.05,08/04/2004,12/04/2004
2648.80,13/04/2004,13/04/2004
2642.55,14/04/2004,14/04/2004
2631.72,15/04/2004,15/04/2004
2619.59,16/04/2004,16/04/2004
2620.19,17/04/2004,19/04/2004
2628.19,22/04/2004,22/04/2004
2618.21,23/04/2004,23/04/2004
1804.06,16/03/2013,18/03/2013
1809.58,19/03/2013,19/03/2013
1809.83,20/03/2013,20/03/2013
1812.35,21/03/2013,21/03/2013
1822.78,22/03/2013,22/03/2013
1825.79,23/03/2013,26/03/2013
1828.95,27/03/2013,27/03/2013
1832.20,28/03/2013,01/04/2013
1823.12,02/04/2013,02/04/2013
1817.14,03/04/2013,03/04/2013
1819.93,04/04/2013,04/04/2013
1829.01,05/04/2013,05/04/2013
1826.88,06/04/2013,08/04/2013
1817.66,09/04/2013,09/04/2013
1813.11,10/04/2013,10/04/2013
1821.20,11/04/2013,11/04/2013
1823.84,12/04/2013,12/04/2013
1827.79,13/04/2013,15/04/2013
1834.86,16/04/2013,16/04/2013
1833.98,17/04/2013,17/04/2013
1846.46,18/04/2013,18/04/2013
1847.02,19/04/2013,19/04/2013
1835.57,20/04/2013,22/04/2013
1841.14,23/04/2013,23/04/2013
1838.03,24/04/2013,24/04/2013
1836.79,25/04/2013,25/04/2013
1830.84,26/04/2013,26/04/2013
1833.70,27/04/2013,29/04/2013
1828.79,30/04/2013,30/04/2013
1825.83,01/05/2013,02/05/2013
1836.34,03/05/2013,03/05/2013
1835.88,04/05/2013,06/05/2013
1831.42,07/05/2013,07/05/2013
1827.13,08/05/2013,08/05/2013
1830.70,09/05/2013,09/05/2013
1833.07,10/05/2013,10/05/2013
1834.83,11/05/2013,14/05/2013
1838.63,15/05/2013,15/05/2013
1843.75,16/05/2013,16/05/2013
1838.82,17/05/2013,17/05/2013
1841.35,18/05/2013,20/05/2013
1842.59,21/05/2013,21/05/2013
1846.76,22/05/2013,22/05/2013
1850.55,23/05/2013,23/05/2013
1864.02,24/05/2013,24/05/2013
1874.10,25/05/2013,28/05/2013
1897.10,29/05/2013,29/05/2013
1894.13,30/05/2013,30/05/2013
1891.48,31/05/2013,31/05/2013
1907.76,01/06/2013,04/06/2013
1894.40,05/06/2013,05/06/2013
1899.08,06/06/2013,06/06/2013
1907.88,07/06/2013,07/06/2013
1898.80,08/06/2013,11/06/2013
1907.12,12/06/2013,12/06/2013
1897.53,13/06/2013,13/06/2013
1895.01,14/06/2013,14/06/2013
1882.38,15/06/2013,17/06/2013
1883.57,18/06/2013,18/06/2013
1902.47,19/06/2013,19/06/2013
1900.87,20/06/2013,20/06/2013
1937.26,21/06/2013,21/06/2013
1941.06,22/06/2013,24/06/2013
1942.97,25/06/2013,25/06/2013
1928.27,26/06/2013,26/06/2013
1921.86,27/06/2013,27/06/2013
1922.63,28/06/2013,28/06/2013
1929.00,29/06/2013,02/07/2013
1919.42,03/07/2013,03/07/2013
1915.45,04/07/2013,05/07/2013
1927.40,06/07/2013,08/07/2013
1926.84,09/07/2013,09/07/2013
1920.12,10/07/2013,10/07/2013
1920.24,11/07/2013,11/07/2013
1910.79,12/07/2013,12/07/2013
1905.25,13/07/2013,15/07/2013
1893.16,16/07/2013,16/07/2013
1878.42,17/07/2013,17/07/2013
1873.25,18/07/2013,18/07/2013
1883.29,19/07/2013,19/07/2013
1884.01,20/07/2013,22/07/2013
1880.87,23/07/2013,23/07/2013
1886.06,24/07/2013,24/07/2013
1891.02,25/07/2013,25/07/2013
1887.40,26/07/2013,26/07/2013
1886.26,27/07/2013,29/07/2013
1888.95,30/07/2013,30/07/2013
1890.33,31/07/2013,31/07/2013
1896.15,01/08/2013,01/08/2013
1896.65,02/08/2013,02/08/2013
1891.67,03/08/2013,05/08/2013
1883.24,06/08/2013,06/08/2013
1882.01,07/08/2013,08/08/2013
1877.23,09/08/2013,09/08/2013
1873.92,10/08/2013,12/08/2013
1868.90,13/08/2013,13/08/2013
1882.36,14/08/2013,14/08/2013
1883.15,15/08/2013,15/08/2013
1901.03,16/08/2013,16/08/2013
1907.06,17/08/2013,20/08/2013
1922.73,21/08/2013,21/08/2013
1929.75,22/08/2013,22/08/2013
1921.99,23/08/2013,23/08/2013
1911.16,24/08/2013,26/08/2013
1922.96,27/08/2013,27/08/2013
1938.26,28/08/2013,28/08/2013
1939.85,29/08/2013,29/08/2013
1943.04,30/08/2013,30/08/2013
1935.43,31/08/2013,03/09/2013
1946.28,04/09/2013,04/09/2013
1938.99,05/09/2013,05/09/2013
1952.11,06/09/2013,06/09/2013
1947.99,07/09/2013,09/09/2013
1946.06,10/09/2013,10/09/2013
1935.55,11/09/2013,11/09/2013
1923.64,12/09/2013,12/09/2013
1919.25,13/09/2013,13/09/2013
1919.54,14/09/2013,16/09/2013
1917.03,17/09/2013,17/09/2013
1914.12,18/09/2013,18/09/2013
1911.30,19/09/2013,19/09/2013
1887.30,20/09/2013,20/09/2013
1889.12,21/09/2013,23/09/2013
1892.89,24/09/2013,24/09/2013
2349.59,03/05/2005,03/05/2005
2345.45,04/05/2005,04/05/2005
2337.08,05/05/2005,05/05/2005
2338.44,06/05/2005,06/05/2005
2622.74,24/04/2004,26/04/2004
2613.94,27/04/2004,27/04/2004
2620.97,28/04/2004,28/04/2004
2635.96,29/04/2004,29/04/2004
2646.99,30/04/2004,30/04/2004
2655.18,01/05/2004,03/05/2004
2670.92,04/05/2004,04/05/2004
2664.79,05/05/2004,05/05/2004
2658.43,06/05/2004,06/05/2004
2690.68,07/05/2004,07/05/2004
2708.02,08/05/2004,10/05/2004
2731.79,11/05/2004,11/05/2004
2729.54,12/05/2004,12/05/2004
2729.01,13/05/2004,13/05/2004
2741.66,14/05/2004,14/05/2004
2719.89,15/05/2004,17/05/2004
2713.30,18/05/2004,18/05/2004
2725.45,19/05/2004,19/05/2004
2737.55,20/05/2004,20/05/2004
2759.79,21/05/2004,21/05/2004
2766.83,22/05/2004,25/05/2004
2760.06,26/05/2004,26/05/2004
2754.83,27/05/2004,27/05/2004
2745.91,28/05/2004,28/05/2004
2724.92,29/05/2004,01/06/2004
2736.39,02/06/2004,02/06/2004
2727.68,03/06/2004,03/06/2004
2722.69,04/06/2004,04/06/2004
2715.37,05/06/2004,07/06/2004
2707.33,08/06/2004,08/06/2004
2705.97,09/06/2004,09/06/2004
2719.34,10/06/2004,10/06/2004
2732.40,11/06/2004,11/06/2004
2734.94,12/06/2004,15/06/2004
2735.05,16/06/2004,16/06/2004
2725.87,17/06/2004,17/06/2004
2713.07,18/06/2004,18/06/2004
2710.99,19/06/2004,22/06/2004
2709.30,23/06/2004,23/06/2004
2715.53,24/06/2004,24/06/2004
2702.60,25/06/2004,25/06/2004
2697.08,26/06/2004,28/06/2004
2695.02,29/06/2004,29/06/2004
2699.58,30/06/2004,30/06/2004
2694.09,01/07/2004,01/07/2004
2682.25,02/07/2004,02/07/2004
2674.10,03/07/2004,06/07/2004
2672.95,07/07/2004,07/07/2004
2675.05,08/07/2004,08/07/2004
2677.42,09/07/2004,09/07/2004
2668.83,10/07/2004,12/07/2004
2670.01,13/07/2004,13/07/2004
2674.41,14/07/2004,14/07/2004
2662.19,15/07/2004,15/07/2004
2642.78,16/07/2004,16/07/2004
2628.30,17/07/2004,19/07/2004
2632.64,20/07/2004,21/07/2004
2633.14,22/07/2004,22/07/2004
2619.84,23/07/2004,23/07/2004
2628.46,24/07/2004,26/07/2004
2636.32,27/07/2004,27/07/2004
2639.72,28/07/2004,28/07/2004
2634.44,29/07/2004,29/07/2004
2619.55,30/07/2004,30/07/2004
2612.44,31/07/2004,02/08/2004
2613.58,03/08/2004,03/08/2004
2055.43,29/10/2014,29/10/2014
2044.55,30/10/2014,30/10/2014
2050.52,31/10/2014,31/10/2014
2061.92,01/11/2014,04/11/2014
2076.99,05/11/2014,05/11/2014
2081.24,06/11/2014,06/11/2014
2086.86,07/11/2014,07/11/2014
2103.25,08/11/2014,10/11/2014
2103.12,11/11/2014,12/11/2014
2115.59,13/11/2014,13/11/2014
2941.08,06/01/2017,06/01/2017
2919.01,07/01/2017,10/01/2017
2949.60,11/01/2017,11/01/2017
2980.80,12/01/2017,12/01/2017
2930.19,13/01/2017,13/01/2017
2935.96,14/01/2017,17/01/2017
2924.77,18/01/2017,18/01/2017
2934.58,19/01/2017,19/01/2017
2938.24,20/01/2017,20/01/2017
2927.91,21/01/2017,23/01/2017
2908.53,24/01/2017,24/01/2017
2932.01,25/01/2017,25/01/2017
2927.53,26/01/2017,26/01/2017
2936.72,27/01/2017,27/01/2017
2930.17,28/01/2017,30/01/2017
2936.66,31/01/2017,31/01/2017
2921.90,01/02/2017,01/02/2017
2906.78,02/02/2017,02/02/2017
2882.20,03/02/2017,03/02/2017
2855.80,04/02/2017,06/02/2017
2853.99,07/02/2017,07/02/2017
2867.76,08/02/2017,08/02/2017
2879.49,09/02/2017,09/02/2017
2862.63,10/02/2017,10/02/2017
2851.98,11/02/2017,13/02/2017
2875.46,14/02/2017,14/02/2017
2867.64,15/02/2017,15/02/2017
2876.03,16/02/2017,16/02/2017
2875.68,17/02/2017,17/02/2017
2902.81,18/02/2017,21/02/2017
2902.68,22/02/2017,22/02/2017
2893.55,23/02/2017,23/02/2017
2871.67,24/02/2017,24/02/2017
2886.52,25/02/2017,27/02/2017
2896.27,28/02/2017,28/02/2017
2919.17,01/03/2017,01/03/2017
2935.75,02/03/2017,02/03/2017
2960.91,03/03/2017,03/03/2017
2977.43,04/03/2017,06/03/2017
2966.67,07/03/2017,07/03/2017
2972.44,08/03/2017,08/03/2017
2987.88,09/03/2017,09/03/2017
3004.43,10/03/2017,10/03/2017
2980.83,11/03/2017,13/03/2017
2987.93,14/03/2017,14/03/2017
2997.73,15/03/2017,15/03/2017
2972.61,16/03/2017,16/03/2017
2923.96,17/03/2017,17/03/2017
2912.53,18/03/2017,21/03/2017
2904.87,22/03/2017,22/03/2017
2936.82,23/03/2017,23/03/2017
2921.25,24/03/2017,24/03/2017
2899.94,25/03/2017,27/03/2017
2913.48,28/03/2017,28/03/2017
2911.99,29/03/2017,29/03/2017
2888.02,30/03/2017,30/03/2017
2880.24,31/03/2017,31/03/2017
2885.57,01/04/2017,03/04/2017
2866.87,04/04/2017,04/04/2017
2869.32,05/04/2017,05/04/2017
2857.65,06/04/2017,06/04/2017
2853.10,07/04/2017,07/04/2017
2858.00,08/04/2017,10/04/2017
2867.13,11/04/2017,11/04/2017
2868.60,12/04/2017,12/04/2017
2872.55,13/04/2017,17/04/2017
2854.89,18/04/2017,18/04/2017
2837.90,19/04/2017,19/04/2017
2856.48,20/04/2017,20/04/2017
2863.39,21/04/2017,21/04/2017
2868.89,22/04/2017,24/04/2017
2871.98,25/04/2017,25/04/2017
2899.13,26/04/2017,26/04/2017
2928.07,27/04/2017,27/04/2017
2944.31,28/04/2017,28/04/2017
2947.85,29/04/2017,02/05/2017
2945.53,03/05/2017,03/05/2017
2930.17,04/05/2017,04/05/2017
2967.44,05/05/2017,05/05/2017
2961.78,06/05/2017,08/05/2017
2959.26,09/05/2017,09/05/2017
2967.24,10/05/2017,10/05/2017
2949.35,11/05/2017,11/05/2017
2933.92,12/05/2017,12/05/2017
2918.69,13/05/2017,15/05/2017
2194.98,05/10/2000,05/10/2000
2170.32,26/10/2000,26/10/2000
2185.06,06/10/2000,06/10/2000
2187.38,07/10/2000,09/10/2000
2184.26,10/10/2000,10/10/2000
2182.17,11/10/2000,11/10/2000
2175.97,12/10/2000,12/10/2000
2175.96,13/10/2000,13/10/2000
2180.69,14/10/2000,17/10/2000
2178.13,18/10/2000,18/10/2000
2162.86,19/10/2000,19/10/2000
2152.31,20/10/2000,20/10/2000
2159.79,21/10/2000,23/10/2000
2157.84,24/10/2000,24/10/2000
2153.18,25/10/2000,25/10/2000
2167.26,27/10/2000,27/10/2000
2158.14,28/10/2000,30/10/2000
2158.36,31/10/2000,31/10/2000
2147.89,01/11/2000,01/11/2000
2138.95,02/11/2000,02/11/2000
2136.73,03/11/2000,03/11/2000
2139.21,04/11/2000,07/11/2000
2134.08,08/11/2000,08/11/2000
2124.84,09/11/2000,09/11/2000
2127.51,10/11/2000,10/11/2000
2126.41,11/11/2000,14/11/2000
2125.17,15/11/2000,15/11/2000
2125.31,16/11/2000,16/11/2000
2121.64,17/11/2000,17/11/2000
2122.63,18/11/2000,20/11/2000
2122.61,21/11/2000,21/11/2000
2124.16,22/11/2000,22/11/2000
2131.76,23/11/2000,23/11/2000
2141.14,24/11/2000,24/11/2000
2141.91,25/11/2000,27/11/2000
2158.05,28/11/2000,28/11/2000
2169.82,29/11/2000,29/11/2000
2172.84,30/11/2000,30/11/2000
2168.60,01/12/2000,01/12/2000
2174.85,02/12/2000,04/12/2000
2180.30,05/12/2000,05/12/2000
2184.18,06/12/2000,06/12/2000
2174.29,07/12/2000,07/12/2000
2176.33,08/12/2000,11/12/2000
2175.57,12/12/2000,12/12/2000
2183.08,13/12/2000,13/12/2000
2186.87,14/12/2000,14/12/2000
2184.76,15/12/2000,15/12/2000
2175.91,16/12/2000,18/12/2000
2179.13,19/12/2000,19/12/2000
2187.17,20/12/2000,20/12/2000
2185.05,21/12/2000,21/12/2000
2187.02,22/12/2000,22/12/2000
2193.57,23/12/2000,26/12/2000
2196.76,27/12/2000,27/12/2000
2215.35,28/12/2000,28/12/2000
2229.18,29/12/2000,02/01/2001
2219.60,03/01/2001,03/01/2001
2224.38,04/01/2001,04/01/2001
2239.89,05/01/2001,05/01/2001
2243.16,06/01/2001,09/01/2001
2235.43,10/01/2001,10/01/2001
2230.14,11/01/2001,11/01/2001
2246.58,12/01/2001,12/01/2001
2251.75,13/01/2001,15/01/2001
2248.61,16/01/2001,16/01/2001
2245.89,17/01/2001,17/01/2001
2236.46,18/01/2001,18/01/2001
2246.74,19/01/2001,19/01/2001
2244.59,20/01/2001,22/01/2001
2240.02,23/01/2001,23/01/2001
2255.82,24/01/2001,24/01/2001
1345.65,03/07/1998,03/07/1998
1348.06,04/07/1998,06/07/1998
1357.78,07/07/1998,07/07/1998
1368.16,08/07/1998,08/07/1998
1369.12,09/07/1998,09/07/1998
1370.45,10/07/1998,10/07/1998
1374.23,11/07/1998,13/07/1998
1380.27,14/07/1998,14/07/1998
1381.22,15/07/1998,15/07/1998
1378.01,16/07/1998,16/07/1998
1376.74,17/07/1998,17/07/1998
1381.54,18/07/1998,21/07/1998
1380.87,22/07/1998,22/07/1998
1376.87,23/07/1998,23/07/1998
2264.01,10/03/2001,12/03/2001
2275.98,13/03/2001,13/03/2001
2275.92,14/03/2001,14/03/2001
1915.72,05/11/2011,08/11/2011
1908.71,09/11/2011,09/11/2011
1917.69,10/11/2011,10/11/2011
1913.65,11/11/2011,15/11/2011
1915.41,16/11/2011,16/11/2011
1912.20,17/11/2011,17/11/2011
1910.83,18/11/2011,18/11/2011
1917.45,19/11/2011,21/11/2011
1928.47,22/11/2011,22/11/2011
1925.39,23/11/2011,23/11/2011
1932.63,24/11/2011,25/11/2011
1948.48,26/11/2011,28/11/2011
1946.28,29/11/2011,29/11/2011
1967.18,30/11/2011,30/11/2011
1948.51,01/12/2011,01/12/2011
1949.56,02/12/2011,02/12/2011
1938.83,03/12/2011,05/12/2011
1936.29,06/12/2011,06/12/2011
1936.11,07/12/2011,07/12/2011
1930.57,08/12/2011,09/12/2011
1927.10,10/12/2011,12/12/2011
1932.30,13/12/2011,13/12/2011
1929.01,14/12/2011,14/12/2011
1937.60,15/12/2011,15/12/2011
1935.96,16/12/2011,16/12/2011
1935.64,17/12/2011,19/12/2011
1939.39,20/12/2011,20/12/2011
1932.08,21/12/2011,21/12/2011
1935.72,22/12/2011,22/12/2011
1927.71,23/12/2011,23/12/2011
1920.93,24/12/2011,27/12/2011
1920.16,28/12/2011,28/12/2011
1938.52,29/12/2011,29/12/2011
1942.70,30/12/2011,03/01/2012
1915.02,04/01/2012,04/01/2012
1898.24,05/01/2012,05/01/2012
1884.44,06/01/2012,06/01/2012
1884.47,07/01/2012,10/01/2012
1865.07,11/01/2012,11/01/2012
1854.17,12/01/2012,12/01/2012
1842.47,13/01/2012,13/01/2012
1841.31,14/01/2012,17/01/2012
1836.34,18/01/2012,18/01/2012
1827.24,19/01/2012,19/01/2012
1821.86,20/01/2012,20/01/2012
1989.70,25/12/2007,26/12/2007
2878.39,10/10/2003,10/10/2003
2868.85,11/10/2003,14/10/2003
2865.32,15/10/2003,15/10/2003
2873.70,16/10/2003,16/10/2003
2867.75,17/10/2003,17/10/2003
2865.04,18/10/2003,20/10/2003
2864.34,21/10/2003,21/10/2003
2864.25,22/10/2003,22/10/2003
2870.01,23/10/2003,23/10/2003
2872.55,24/10/2003,24/10/2003
2857.88,25/10/2003,27/10/2003
2882.77,28/10/2003,28/10/2003
2879.34,29/10/2003,29/10/2003
2870.11,30/10/2003,30/10/2003
2884.17,31/10/2003,31/10/2003
2878.05,01/11/2003,04/11/2003
2869.46,05/11/2003,05/11/2003
2856.34,06/11/2003,06/11/2003
2854.17,07/11/2003,07/11/2003
2843.82,08/11/2003,10/11/2003
2840.41,11/11/2003,12/11/2003
2845.69,13/11/2003,13/11/2003
2850.24,14/11/2003,14/11/2003
2842.53,15/11/2003,18/11/2003
2831.97,19/11/2003,19/11/2003
2826.60,20/11/2003,20/11/2003
2831.10,21/11/2003,21/11/2003
2836.45,22/11/2003,24/11/2003
2838.02,25/11/2003,25/11/2003
2839.20,26/11/2003,26/11/2003
2838.70,27/11/2003,28/11/2003
2836.05,29/11/2003,01/12/2003
2829.08,02/12/2003,02/12/2003
2817.14,03/12/2003,03/12/2003
2815.19,04/12/2003,04/12/2003
2815.33,05/12/2003,05/12/2003
2808.42,06/12/2003,09/12/2003
2822.78,10/12/2003,10/12/2003
767.99,26/03/1993,26/03/1993
773.22,17/04/1993,19/04/1993
773.70,20/04/1993,20/04/1993
773.97,21/04/1993,21/04/1993
774.34,22/04/1993,22/04/1993
775.05,23/04/1993,23/04/1993
775.32,24/04/1993,26/04/1993
775.20,27/04/1993,27/04/1993
774.52,28/04/1993,28/04/1993
810.88,21/09/1993,21/09/1993
809.75,22/09/1993,22/09/1993
810.04,23/09/1993,23/09/1993
810.55,24/09/1993,24/09/1993
809.93,25/09/1993,27/09/1993
809.55,28/09/1993,28/09/1993
809.69,29/09/1993,29/09/1993
810.84,30/09/1993,30/09/1993
811.31,01/10/1993,01/10/1993
812.29,02/10/1993,04/10/1993
812.27,05/10/1993,05/10/1993
812.75,06/10/1993,06/10/1993
812.54,07/10/1993,07/10/1993
811.91,08/10/1993,08/10/1993
811.28,09/10/1993,11/10/1993
811.19,12/10/1993,12/10/1993
811.47,13/10/1993,13/10/1993
811.18,18/09/1993,20/09/1993
811.46,14/10/1993,14/10/1993
812.41,15/10/1993,15/10/1993
813.28,16/10/1993,19/10/1993
813.79,20/10/1993,20/10/1993
816.41,21/10/1993,21/10/1993
819.26,22/10/1993,22/10/1993
819.41,23/10/1993,25/10/1993
819.44,26/10/1993,26/10/1993
819.55,27/10/1993,27/10/1993
818.98,28/10/1993,28/10/1993
660.46,27/05/1992,27/05/1992
660.16,28/05/1992,28/05/1992
660.99,29/05/1992,29/05/1992
664.37,30/05/1992,02/06/1992
666.11,03/06/1992,03/06/1992
664.30,04/06/1992,04/06/1992
666.47,05/06/1992,05/06/1992
664.36,06/06/1992,08/06/1992
665.91,09/06/1992,09/06/1992
665.92,10/06/1992,10/06/1992
667.96,11/06/1992,11/06/1992
667.52,12/06/1992,12/06/1992
669.55,13/06/1992,15/06/1992
671.36,16/06/1992,16/06/1992
675.76,17/06/1992,17/06/1992
680.17,18/06/1992,18/06/1992
678.25,19/06/1992,19/06/1992
683.37,20/06/1992,23/06/1992
690.08,24/06/1992,24/06/1992
699.09,25/06/1992,25/06/1992
701.83,26/06/1992,26/06/1992
697.57,27/06/1992,30/06/1992
695.36,01/07/1992,01/07/1992
694.43,02/07/1992,02/07/1992
693.71,03/07/1992,03/07/1992
1043.89,14/09/1996,16/09/1996
1042.80,17/09/1996,17/09/1996
1038.90,18/09/1996,18/09/1996
1035.94,19/09/1996,19/09/1996
1037.10,20/09/1996,20/09/1996
1037.11,21/09/1996,23/09/1996
1038.09,24/09/1996,24/09/1996
1040.36,25/09/1996,25/09/1996
1030.25,26/09/1996,26/09/1996
1027.68,27/09/1996,27/09/1996
1025.06,28/09/1996,30/09/1996
1027.08,01/10/1996,01/10/1996
1030.54,02/10/1996,02/10/1996
1019.17,03/10/1996,03/10/1996
1015.24,04/10/1996,04/10/1996
1014.99,05/10/1996,07/10/1996
1012.56,08/10/1996,08/10/1996
1010.32,09/10/1996,09/10/1996
1012.27,10/10/1996,10/10/1996
764.79,13/03/1993,15/03/1993
1013.12,11/10/1996,11/10/1996
1015.07,12/10/1996,15/10/1996
1019.22,16/10/1996,16/10/1996
1018.50,17/10/1996,17/10/1996
1015.24,18/10/1996,18/10/1996
1016.87,19/10/1996,21/10/1996
1018.33,22/10/1996,22/10/1996
1018.04,23/10/1996,23/10/1996
1017.52,24/10/1996,24/10/1996
1015.49,25/10/1996,25/10/1996
1011.69,26/10/1996,28/10/1996
774.94,30/04/1993,30/04/1993
773.82,01/05/1993,03/05/1993
775.53,04/05/1993,04/05/1993
776.99,05/05/1993,05/05/1993
777.88,06/05/1993,06/05/1993
778.17,07/05/1993,07/05/1993
777.17,08/05/1993,10/05/1993
777.75,11/05/1993,11/05/1993
779.41,12/05/1993,12/05/1993
3095.39,20/03/2019,20/03/2019
3186.43,28/03/2019,28/03/2019
3237.98,26/04/2019,26/04/2019
3262.17,03/05/2019,03/05/2019
3274.30,11/05/2019,13/05/2019
3344.45,22/05/2019,22/05/2019
3358.84,25/05/2019,28/05/2019
3377.16,01/06/2019,04/06/2019
3306.37,05/06/2019,05/06/2019
3296.87,06/06/2019,06/06/2019
3288.69,07/06/2019,07/06/2019
3249.56,12/06/2019,12/06/2019
3270.70,15/06/2019,17/06/2019
3177.94,27/06/2019,27/06/2019
3197.23,28/06/2019,28/06/2019
3205.67,29/06/2019,02/07/2019
3211.06,03/07/2019,03/07/2019
3212.91,11/07/2019,11/07/2019
3190.66,16/07/2019,16/07/2019
3199.72,17/07/2019,17/07/2019
3189.21,18/07/2019,18/07/2019
3188.01,24/07/2019,24/07/2019
3194.67,25/07/2019,25/07/2019
3213.09,26/07/2019,26/07/2019
3233.26,27/07/2019,29/07/2019
3459.47,06/08/2019,06/08/2019
3394.61,09/08/2019,09/08/2019
3436.26,13/08/2019,13/08/2019
3385.28,22/08/2019,22/08/2019
3399.95,24/08/2019,26/08/2019
3464.15,30/08/2019,30/08/2019
3427.29,31/08/2019,03/09/2019
3373.75,11/09/2019,11/09/2019
3372.48,12/09/2019,12/09/2019
3359.20,13/09/2019,13/09/2019
3356.15,14/09/2019,16/09/2019
3364.43,17/09/2019,17/09/2019
3437.78,24/09/2019,24/09/2019
3438.66,25/09/2019,25/09/2019
3462.01,28/09/2019,30/09/2019
3458.42,11/10/2019,11/10/2019
3431.46,12/10/2019,15/10/2019
3451.33,16/10/2019,16/10/2019
3428.63,19/10/2019,21/10/2019
3430.30,23/10/2019,23/10/2019
3409.29,24/10/2019,24/10/2019
3318.47,06/11/2019,06/11/2019
3434.49,20/11/2019,20/11/2019
3445.95,21/11/2019,21/11/2019
3469.01,27/11/2019,27/11/2019
3522.48,30/11/2019,02/12/2019
3508.39,03/12/2019,03/12/2019
3506.67,04/12/2019,04/12/2019
3459.97,06/12/2019,06/12/2019
3322.38,20/12/2019,20/12/2019
3305.84,25/12/2019,26/12/2019
3277.14,31/12/2019,02/01/2020
3262.05,04/01/2020,07/01/2020
3264.26,08/01/2020,08/01/2020
3313.40,17/01/2020,17/01/2020
3320.77,18/01/2020,21/01/2020
3366.01,25/01/2020,27/01/2020
3423.24,01/02/2020,03/02/2020
3368.87,05/02/2020,05/02/2020
3355.44,06/02/2020,06/02/2020
3378.43,07/02/2020,07/02/2020
3408.35,08/02/2020,10/02/2020
3539.86,29/02/2020,02/03/2020
3803.60,10/03/2020,10/03/2020
4034.66,13/03/2020,13/03/2020
4099.93,17/03/2020,17/03/2020
4044.55,18/03/2020,18/03/2020
4079.96,21/03/2020,24/03/2020
3978.38,07/04/2020,07/04/2020
3910.15,08/04/2020,08/04/2020
3920.83,16/04/2020,16/04/2020
4039.87,25/04/2020,27/04/2020
4039.83,28/04/2020,28/04/2020
3961.66,07/05/2020,07/05/2020
3880.48,13/05/2020,13/05/2020
3824.30,20/05/2020,20/05/2020
3743.79,28/05/2020,28/05/2020
3723.42,29/05/2020,29/05/2020
3565.06,06/06/2020,08/06/2020
3599.00,09/06/2020,09/06/2020
3643.02,10/06/2020,10/06/2020
3674.81,11/06/2020,11/06/2020
3758.15,13/06/2020,16/06/2020
3749.03,18/06/2020,18/06/2020
3760.22,19/06/2020,19/06/2020
3756.28,01/07/2020,01/07/2020
3633.32,07/07/2020,07/07/2020
3631.54,08/07/2020,08/07/2020
3625.61,09/07/2020,09/07/2020
3611.61,16/07/2020,16/07/2020
3690.80,25/07/2020,27/07/2020
3739.49,31/07/2020,31/07/2020
3733.08,01/08/2020,03/08/2020
3775.95,06/08/2020,06/08/2020
3770.22,11/08/2020,11/08/2020
3843.69,25/08/2020,25/08/2020
3846.64,27/08/2020,27/08/2020
3820.17,28/08/2020,28/08/2020
3683.28,02/09/2020,02/09/2020
3717.25,10/09/2020,10/09/2020
3697.00,15/09/2020,15/09/2020
3714.65,18/09/2020,18/09/2020
3725.37,19/09/2020,21/09/2020
3790.54,22/09/2020,22/09/2020
3867.81,26/09/2020,28/09/2020
3865.47,01/10/2020,01/10/2020
3843.75,06/10/2020,06/10/2020
3824.25,10/10/2020,13/10/2020
3846.48,17/10/2020,19/10/2020
3784.51,22/10/2020,22/10/2020
3782.66,24/10/2020,26/10/2020
3812.82,27/10/2020,27/10/2020
3858.56,31/10/2020,03/11/2020
3823.45,04/11/2020,04/11/2020
3807.13,05/11/2020,05/11/2020
3763.82,06/11/2020,06/11/2020
3639.95,14/11/2020,17/11/2020
3632.92,24/11/2020,24/11/2020
3643.24,25/11/2020,25/11/2020
3558.57,02/12/2020,02/12/2020
3433.45,12/12/2020,14/12/2020
3426.97,15/12/2020,15/12/2020
3420.26,19/12/2020,21/12/2020
3442.41,22/12/2020,22/12/2020
3444.90,23/12/2020,23/12/2020
3493.77,25/12/2020,28/12/2020
3420.78,05/01/2021,05/01/2021
3459.39,08/01/2021,08/01/2021
3487.65,13/01/2021,13/01/2021
3466.80,16/01/2021,19/01/2021
3482.03,20/01/2021,20/01/2021
3591.48,27/01/2021,27/01/2021
3636.91,28/01/2021,28/01/2021
3561.37,02/02/2021,02/02/2021
3534.99,03/02/2021,03/02/2021
3522.57,04/02/2021,04/02/2021
3583.23,10/02/2021,10/02/2021
3590.37,24/02/2021,24/02/2021
3561.91,11/03/2021,11/03/2021
3534.62,12/03/2021,12/03/2021
3553.51,17/03/2021,17/03/2021
3705.85,30/03/2021,30/03/2021
3678.62,01/04/2021,05/04/2021
3645.79,06/04/2021,06/04/2021
3650.23,10/04/2021,12/04/2021
3665.49,15/04/2021,15/04/2021
3595.57,17/04/2021,19/04/2021
3606.42,20/04/2021,20/04/2021
3639.12,22/04/2021,22/04/2021
3630.81,23/04/2021,23/04/2021
3717.46,28/04/2021,28/04/2021
3699.74,29/04/2021,29/04/2021
3712.89,30/04/2021,30/04/2021
3831.35,05/05/2021,05/05/2021
3846.28,06/05/2021,06/05/2021
3800.33,07/05/2021,07/05/2021
3765.33,08/05/2021,10/05/2021
3703.20,12/05/2021,12/05/2021
3734.09,13/05/2021,13/05/2021
3655.74,19/05/2021,19/05/2021
