VALOR,VIGENCIADESDE,VIGENCIAHASTA
1984.16,05/02/2010,05/02/2010
1997.13,06/02/2010,08/02/2010
2003.76,09/02/2010,09/02/2010
1981.40,10/02/2010,10/02/2010
1965.03,11/02/2010,11/02/2010
1943.60,12/02/2010,12/02/2010
1936.90,13/02/2010,16/02/2010
1925.79,17/02/2010,17/02/2010
1928.79,18/02/2010,18/02/2010
1930.94,19/02/2010,19/02/2010
1928.86,20/02/2010,22/02/2010
1914.87,23/02/2010,23/02/2010
1924.75,24/02/2010,24/02/2010
1932.15,25/02/2010,25/02/2010
1941.98,26/02/2010,26/02/2010
1932.32,27/02/2010,01/03/2010
1913.86,02/03/2010,02/03/2010
1895.86,03/03/2010,03/03/2010
1916.41,04/03/2010,04/03/2010
1928.33,05/03/2010,05/03/2010
1902.31,06/03/2010,08/03/2010
1894.44,09/03/2010,09/03/2010
1894.30,10/03/2010,10/03/2010
1888.05,11/03/2010,11/03/2010
1894.79,12/03/2010,12/03/2010
1892.99,13/03/2010,15/03/2010
1899.75,16/03/2010,16/03/2010
1896.15,17/03/2010,17/03/2010
1893.42,18/03/2010,18/03/2010
1900.55,19/03/2010,19/03/2010
1907.06,20/03/2010,23/03/2010
1907.06,24/03/2010,24/03/2010
1923.41,25/03/2010,25/03/2010
1922.91,26/03/2010,26/03/2010
1933.40,27/03/2010,29/03/2010
1934.21,30/03/2010,30/03/2010
1928.59,31/03/2010,31/03/2010
1921.88,01/04/2010,05/04/2010
1911.78,06/04/2010,06/04/2010
1911.07,07/04/2010,07/04/2010
1920.53,08/04/2010,08/04/2010
1931.91,09/04/2010,09/04/2010
1921.32,10/04/2010,12/04/2010
1926.16,13/04/2010,13/04/2010
1936.22,14/04/2010,14/04/2010
1938.24,15/04/2010,15/04/2010
1943.83,16/04/2010,16/04/2010
1942.21,17/04/2010,19/04/2010
1951.04,20/04/2010,20/04/2010
1947.69,21/04/2010,21/04/2010
1948.47,22/04/2010,22/04/2010
2815.45,11/12/2003,11/12/2003
2808.31,12/12/2003,12/12/2003
2812.81,13/12/2003,15/12/2003
2807.25,16/12/2003,16/12/2003
2793.06,17/12/2003,17/12/2003
2795.21,18/12/2003,18/12/2003
2801.67,19/12/2003,19/12/2003
2806.89,20/12/2003,22/12/2003
2809.09,23/12/2003,23/12/2003
2806.33,24/12/2003,24/12/2003
2796.89,25/12/2003,26/12/2003
2795.21,27/12/2003,29/12/2003
2780.82,30/12/2003,30/12/2003
2778.21,31/12/2003,31/12/2003
2778.21,01/01/2004,02/01/2004
2777.96,03/01/2004,05/01/2004
2778.92,06/01/2004,06/01/2004
2765.76,07/01/2004,07/01/2004
2758.83,08/01/2004,08/01/2004
2750.89,09/01/2004,09/01/2004
2754.33,10/01/2004,13/01/2004
2762.31,14/01/2004,14/01/2004
2747.06,15/01/2004,15/01/2004
2723.83,16/01/2004,16/01/2004
2728.70,17/01/2004,20/01/2004
2730.75,21/01/2004,21/01/2004
2740.76,22/01/2004,22/01/2004
2742.88,23/01/2004,23/01/2004
2747.72,24/01/2004,26/01/2004
2766.89,27/01/2004,27/01/2004
2736.28,28/01/2004,28/01/2004
2721.56,29/01/2004,29/01/2004
2740.55,30/01/2004,30/01/2004
2742.47,31/01/2004,02/02/2004
2738.15,03/02/2004,03/02/2004
2747.28,04/02/2004,04/02/2004
2750.67,05/02/2004,05/02/2004
2748.90,06/02/2004,06/02/2004
2757.14,07/02/2004,09/02/2004
2741.17,10/02/2004,10/02/2004
2735.50,11/02/2004,11/02/2004
2736.94,12/02/2004,12/02/2004
2736.42,13/02/2004,13/02/2004
2724.36,14/02/2004,17/02/2004
2715.20,18/02/2004,18/02/2004
2697.66,19/02/2004,19/02/2004
2693.84,20/02/2004,20/02/2004
2700.19,21/02/2004,23/02/2004
2665.83,24/02/2004,24/02/2004
2651.94,25/02/2004,25/02/2004
2664.30,26/02/2004,26/02/2004
2008.11,02/11/2007,02/11/2007
3740.14,01/05/2021,03/05/2021
3747.48,27/05/2021,27/05/2021
3784.45,23/06/2021,23/06/2021
4002.12,21/12/2021,21/12/2021
3465.76,10/12/2020,10/12/2020
3979.80,11/08/2021,11/08/2021
3851.22,21/09/2021,21/09/2021
3769.98,26/10/2021,26/10/2021
3875.38,11/11/2021,12/11/2021
3887.71,11/12/2021,13/12/2021
3744.16,12/04/2022,12/04/2022
2898.86,07/08/2018,08/08/2018
2908.90,09/08/2018,09/08/2018
2919.44,10/08/2018,10/08/2018
2940.95,11/08/2018,13/08/2018
2983.93,14/08/2018,14/08/2018
3002.66,15/08/2018,15/08/2018
3046.76,16/08/2018,16/08/2018
3019.55,17/08/2018,17/08/2018
3024.02,18/08/2018,21/08/2018
2990.78,22/08/2018,22/08/2018
2965.45,23/08/2018,23/08/2018
2980.64,24/08/2018,24/08/2018
2958.45,25/08/2018,27/08/2018
2934.31,28/08/2018,28/08/2018
2966.00,29/08/2018,29/08/2018
2999.57,30/08/2018,30/08/2018
3027.39,31/08/2018,31/08/2018
3053.14,01/09/2018,04/09/2018
3088.47,05/09/2018,05/09/2018
3100.37,06/09/2018,06/09/2018
3089.47,07/09/2018,07/09/2018
3070.15,08/09/2018,10/09/2018
3069.49,11/09/2018,11/09/2018
3087.73,12/09/2018,12/09/2018
3055.01,13/09/2018,13/09/2018
3019.38,14/09/2018,14/09/2018
3026.05,15/09/2018,17/09/2018
3013.38,18/09/2018,18/09/2018
3007.03,19/09/2018,19/09/2018
3018.63,20/09/2018,20/09/2018
3014.18,21/09/2018,21/09/2018
3006.96,22/09/2018,24/09/2018
2991.90,25/09/2018,25/09/2018
3001.88,26/09/2018,26/09/2018
3000.14,27/09/2018,27/09/2018
2989.58,28/09/2018,28/09/2018
2972.18,29/09/2018,01/10/2018
2993.74,02/10/2018,02/10/2018
3005.50,03/10/2018,03/10/2018
3012.65,04/10/2018,04/10/2018
3028.16,05/10/2018,05/10/2018
3031.31,06/10/2018,09/10/2018
3057.55,10/10/2018,10/10/2018
3090.30,11/10/2018,11/10/2018
3087.34,12/10/2018,12/10/2018
3088.78,13/10/2018,16/10/2018
3055.93,17/10/2018,17/10/2018
3056.37,18/10/2018,18/10/2018
3088.47,19/10/2018,19/10/2018
3079.88,20/10/2018,22/10/2018
3087.58,23/10/2018,23/10/2018
3110.20,24/10/2018,24/10/2018
3149.70,25/10/2018,25/10/2018
3167.18,26/10/2018,26/10/2018
3185.26,27/10/2018,29/10/2018
3188.69,30/10/2018,30/10/2018
3202.44,31/10/2018,31/10/2018
3219.85,01/11/2018,01/11/2018
3193.80,02/11/2018,02/11/2018
3177.57,03/11/2018,06/11/2018
3154.55,07/11/2018,07/11/2018
3140.25,08/11/2018,08/11/2018
3145.39,09/11/2018,09/11/2018
3176.89,10/11/2018,13/11/2018
720.48,10/11/1992,10/11/1992
722.37,11/11/1992,11/11/1992
723.72,12/11/1992,12/11/1992
722.72,13/11/1992,13/11/1992
724.07,14/11/1992,17/11/1992
730.11,18/11/1992,18/11/1992
724.97,19/11/1992,19/11/1992
724.90,20/11/1992,20/11/1992
721.98,21/11/1992,23/11/1992
726.97,24/11/1992,24/11/1992
720.63,25/11/1992,25/11/1992
721.47,26/11/1992,26/11/1992
722.61,27/11/1992,27/11/1992
725.45,28/11/1992,30/11/1992
729.42,01/12/1992,01/12/1992
719.21,05/11/1992,05/11/1992
720.96,06/11/1992,06/11/1992
725.75,02/12/1992,02/12/1992
729.74,03/12/1992,03/12/1992
738.19,04/12/1992,04/12/1992
736.29,05/12/1992,07/12/1992
732.11,08/12/1992,09/12/1992
732.40,10/12/1992,10/12/1992
727.21,11/12/1992,11/12/1992
729.80,12/12/1992,14/12/1992
732.69,15/12/1992,15/12/1992
1298.19,21/11/1997,21/11/1997
1296.30,22/11/1997,24/11/1997
1296.37,25/11/1997,25/11/1997
1299.19,26/11/1997,26/11/1997
1303.15,27/11/1997,27/11/1997
1303.10,28/11/1997,28/11/1997
1305.66,29/11/1997,01/12/1997
1307.54,02/12/1997,02/12/1997
1307.01,03/12/1997,03/12/1997
1299.43,04/12/1997,04/12/1997
1298.64,05/12/1997,05/12/1997
1300.55,06/12/1997,09/12/1997
1298.78,10/12/1997,10/12/1997
1301.15,11/12/1997,11/12/1997
1304.85,12/12/1997,12/12/1997
1307.42,13/12/1997,15/12/1997
1296.62,20/11/1997,20/11/1997
1304.02,16/12/1997,16/12/1997
1296.30,17/12/1997,17/12/1997
1286.74,18/12/1997,18/12/1997
1286.12,19/12/1997,19/12/1997
1287.51,20/12/1997,22/12/1997
1288.32,23/12/1997,23/12/1997
1281.60,24/12/1997,26/12/1997
1286.92,27/12/1997,29/12/1997
1291.92,30/12/1997,30/12/1997
1293.58,31/12/1997,02/01/1998
1070.25,25/06/1996,25/06/1996
1069.81,26/06/1996,26/06/1996
1072.37,27/06/1996,27/06/1996
1069.73,28/06/1996,28/06/1996
1069.11,29/06/1996,02/07/1996
1070.55,03/07/1996,03/07/1996
1068.12,04/07/1996,04/07/1996
1068.30,05/07/1996,05/07/1996
1067.35,06/07/1996,08/07/1996
1068.17,09/07/1996,09/07/1996
1067.97,10/07/1996,10/07/1996
1065.65,11/07/1996,11/07/1996
1061.79,12/07/1996,12/07/1996
1061.99,13/07/1996,15/07/1996
1065.58,16/07/1996,16/07/1996
1064.82,17/07/1996,17/07/1996
1062.86,18/07/1996,18/07/1996
1068.20,22/06/1996,24/06/1996
1058.92,19/07/1996,19/07/1996
1061.02,20/07/1996,22/07/1996
1063.53,23/07/1996,23/07/1996
1064.56,24/07/1996,24/07/1996
1061.46,25/07/1996,25/07/1996
1061.03,26/07/1996,26/07/1996
1061.48,27/07/1996,29/07/1996
1059.18,30/07/1996,30/07/1996
1056.74,31/07/1996,31/07/1996
1057.47,01/08/1996,01/08/1996
821.14,26/03/1994,28/03/1994
820.63,29/03/1994,29/03/1994
820.78,30/03/1994,30/03/1994
819.51,31/03/1994,04/04/1994
820.21,05/04/1994,05/04/1994
820.93,06/04/1994,06/04/1994
822.57,07/04/1994,07/04/1994
825.28,08/04/1994,08/04/1994
828.92,09/04/1994,11/04/1994
829.32,12/04/1994,12/04/1994
828.81,13/04/1994,13/04/1994
827.96,14/04/1994,14/04/1994
827.44,15/04/1994,15/04/1994
827.93,16/04/1994,18/04/1994
829.47,19/04/1994,19/04/1994
831.24,20/04/1994,20/04/1994
834.30,21/04/1994,21/04/1994
838.25,22/04/1994,22/04/1994
836.96,23/04/1994,25/04/1994
835.40,26/04/1994,26/04/1994
837.31,27/04/1994,27/04/1994
838.28,28/04/1994,28/04/1994
837.27,29/04/1994,29/04/1994
836.86,30/04/1994,02/05/1994
838.04,03/05/1994,03/05/1994
736.20,16/12/1992,16/12/1992
734.98,17/12/1992,17/12/1992
732.54,18/12/1992,18/12/1992
735.31,19/12/1992,21/12/1992
736.82,22/12/1992,22/12/1992
735.00,23/12/1992,23/12/1992
735.19,24/12/1992,24/12/1992
735.19,25/12/1992,28/12/1992
737.44,29/12/1992,29/12/1992
737.98,30/12/1992,30/12/1992
737.98,31/12/1992,31/12/1992
737.98,01/01/1993,04/01/1993
737.55,05/01/1993,05/01/1993
738.65,06/01/1993,06/01/1993
740.08,07/01/1993,07/01/1993
742.61,08/01/1993,08/01/1993
2014.12,03/11/2007,06/11/2007
2012.89,07/11/2007,07/11/2007
2023.99,08/11/2007,08/11/2007
2033.94,09/11/2007,09/11/2007
2045.59,10/11/2007,13/11/2007
2051.88,14/11/2007,14/11/2007
2032.04,15/11/2007,15/11/2007
2044.70,16/11/2007,16/11/2007
2040.35,17/11/2007,19/11/2007
2054.30,20/11/2007,20/11/2007
2056.28,21/11/2007,21/11/2007
2074.60,22/11/2007,23/11/2007
2088.24,24/11/2007,26/11/2007
2089.11,27/11/2007,27/11/2007
2094.74,28/11/2007,28/11/2007
2066.81,29/11/2007,29/11/2007
2060.42,30/11/2007,30/11/2007
2043.11,01/12/2007,03/12/2007
2052.18,04/12/2007,04/12/2007
2057.40,05/12/2007,05/12/2007
2036.60,06/12/2007,06/12/2007
2023.18,07/12/2007,07/12/2007
2016.77,08/12/2007,10/12/2007
2009.83,11/12/2007,11/12/2007
2005.82,12/12/2007,12/12/2007
2003.90,13/12/2007,13/12/2007
2017.36,14/12/2007,14/12/2007
2009.85,15/12/2007,17/12/2007
2006.48,18/12/2007,18/12/2007
2007.98,19/12/2007,19/12/2007
2005.92,20/12/2007,20/12/2007
2000.58,21/12/2007,21/12/2007
1993.08,22/12/2007,24/12/2007
2234.81,03/01/2009,05/01/2009
2227.24,06/01/2009,06/01/2009
2197.72,07/01/2009,07/01/2009
2214.13,08/01/2009,08/01/2009
2220.82,09/01/2009,09/01/2009
1987.81,27/12/2007,27/12/2007
2001.72,28/12/2007,28/12/2007
2014.76,29/12/2007,02/01/2008
2012.82,03/01/2008,03/01/2008
2013.27,04/01/2008,04/01/2008
2013.98,05/01/2008,08/01/2008
2000.91,09/01/2008,09/01/2008
2004.70,10/01/2008,10/01/2008
2003.74,11/01/2008,11/01/2008
1985.35,12/01/2008,14/01/2008
1949.43,15/01/2008,15/01/2008
1948.91,16/01/2008,16/01/2008
1960.49,17/01/2008,17/01/2008
1947.60,18/01/2008,18/01/2008
1968.13,19/01/2008,22/01/2008
2007.41,23/01/2008,23/01/2008
2005.08,24/01/2008,24/01/2008
1970.65,25/01/2008,25/01/2008
1961.30,26/01/2008,28/01/2008
1969.65,29/01/2008,29/01/2008
1946.54,30/01/2008,30/01/2008
1939.60,31/01/2008,31/01/2008
1939.77,01/02/2008,01/02/2008
1921.94,02/02/2008,04/02/2008
1917.26,05/02/2008,05/02/2008
1928.30,06/02/2008,06/02/2008
1929.70,07/02/2008,07/02/2008
1935.49,08/02/2008,08/02/2008
1923.08,09/02/2008,11/02/2008
1912.80,12/02/2008,12/02/2008
1901.38,13/02/2008,13/02/2008
1898.40,14/02/2008,14/02/2008
1894.87,15/02/2008,15/02/2008
1905.37,16/02/2008,19/02/2008
1890.74,20/02/2008,20/02/2008
1910.81,21/02/2008,21/02/2008
1895.85,22/02/2008,22/02/2008
1892.00,23/02/2008,25/02/2008
1887.97,26/02/2008,26/02/2008
1879.19,27/02/2008,27/02/2008
1854.87,28/02/2008,28/02/2008
1843.59,29/02/2008,29/02/2008
1845.17,01/03/2008,03/03/2008
1849.46,04/03/2008,04/03/2008
1841.61,05/03/2008,05/03/2008
1856.69,06/03/2008,06/03/2008
1880.12,07/03/2008,07/03/2008
1902.17,08/03/2008,10/03/2008
1864.78,11/03/2008,11/03/2008
1865.98,12/03/2008,12/03/2008
1853.41,13/03/2008,13/03/2008
1856.01,14/03/2008,14/03/2008
1843.95,15/03/2008,17/03/2008
1857.55,18/03/2008,18/03/2008
1823.11,19/03/2008,19/03/2008
1815.65,20/03/2008,25/03/2008
1835.01,26/03/2008,26/03/2008
1821.31,27/03/2008,27/03/2008
1810.68,28/03/2008,28/03/2008
1821.60,29/03/2008,31/03/2008
1834.96,01/04/2008,01/04/2008
1827.94,02/04/2008,02/04/2008
1826.34,03/04/2008,03/04/2008
1824.39,04/04/2008,04/04/2008
1816.28,05/04/2008,07/04/2008
1811.23,08/04/2008,08/04/2008
1812.85,09/04/2008,09/04/2008
1799.07,10/04/2008,10/04/2008
1791.63,11/04/2008,11/04/2008
1792.49,12/04/2008,14/04/2008
1792.69,15/04/2008,15/04/2008
1797.89,16/04/2008,16/04/2008
1798.89,17/04/2008,17/04/2008
1792.87,18/04/2008,18/04/2008
1785.17,19/04/2008,21/04/2008
1780.79,22/04/2008,22/04/2008
1775.08,23/04/2008,23/04/2008
1765.30,24/04/2008,24/04/2008
1765.75,25/04/2008,25/04/2008
1775.22,26/04/2008,28/04/2008
1767.73,29/04/2008,29/04/2008
1780.21,30/04/2008,30/04/2008
1767.27,01/05/2008,02/05/2008
1756.25,03/05/2008,06/05/2008
1769.32,07/05/2008,07/05/2008
1787.62,08/05/2008,08/05/2008
1793.13,09/05/2008,09/05/2008
1781.79,10/05/2008,12/05/2008
1781.29,13/05/2008,13/05/2008
1780.01,14/05/2008,14/05/2008
2359.26,21/11/2008,21/11/2008
2355.71,22/11/2008,24/11/2008
2314.72,25/11/2008,25/11/2008
2307.37,26/11/2008,26/11/2008
2324.10,27/11/2008,28/11/2008
2318.00,29/11/2008,01/12/2008
2320.12,02/12/2008,02/12/2008
2315.35,03/12/2008,03/12/2008
2317.48,04/12/2008,04/12/2008
2323.28,05/12/2008,05/12/2008
2333.54,06/12/2008,09/12/2008
2301.99,17/09/2005,19/09/2005
2295.57,20/09/2005,20/09/2005
2300.58,21/09/2005,21/09/2005
2291.05,22/09/2005,22/09/2005
2292.59,23/09/2005,23/09/2005
2290.03,24/09/2005,26/09/2005
2289.18,27/09/2005,27/09/2005
2290.74,28/09/2005,28/09/2005
2293.29,29/09/2005,29/09/2005
2289.61,30/09/2005,30/09/2005
2288.22,01/10/2005,03/10/2005
2289.13,04/10/2005,04/10/2005
2289.79,05/10/2005,05/10/2005
2294.12,06/10/2005,06/10/2005
2302.79,07/10/2005,07/10/2005
2303.01,08/10/2005,11/10/2005
2299.94,12/10/2005,12/10/2005
2299.47,13/10/2005,13/10/2005
2298.99,14/10/2005,14/10/2005
2294.75,15/10/2005,18/10/2005
2288.69,19/10/2005,19/10/2005
2283.96,20/10/2005,20/10/2005
2289.15,21/10/2005,21/10/2005
2288.69,22/10/2005,24/10/2005
2285.37,25/10/2005,25/10/2005
2284.05,26/10/2005,26/10/2005
2288.52,27/10/2005,27/10/2005
2289.87,28/10/2005,28/10/2005
2289.57,29/10/2005,31/10/2005
2287.51,01/11/2005,01/11/2005
2285.83,02/11/2005,02/11/2005
2285.24,03/11/2005,03/11/2005
2283.78,04/11/2005,04/11/2005
2282.76,05/11/2005,08/11/2005
2282.67,09/11/2005,09/11/2005
2280.94,10/11/2005,10/11/2005
2280.19,11/11/2005,15/11/2005
2278.23,17/11/2005,17/11/2005
1873.87,15/07/2010,15/07/2010
1871.96,16/07/2010,16/07/2010
1878.77,17/07/2010,19/07/2010
1872.92,20/07/2010,21/07/2010
1867.07,22/07/2010,22/07/2010
1814.06,06/09/2012,06/09/2012
1804.09,07/09/2012,07/09/2012
1797.35,08/09/2012,10/09/2012
1802.23,11/09/2012,11/09/2012
3105.20,10/04/2019,10/04/2019
3769.67,07/08/2020,10/08/2020
3646.61,03/03/2021,03/03/2021
3850.46,09/07/2021,09/07/2021
3264.98,19/06/2019,19/06/2019
4042.80,28/03/2020,30/03/2020
3620.39,26/11/2020,27/11/2020
3422.44,16/12/2020,16/12/2020
3777.17,03/07/2021,06/07/2021
3766.10,29/10/2021,29/10/2021
4002.97,17/12/2021,17/12/2021
746.63,09/01/1993,12/01/1993
749.63,13/01/1993,13/01/1993
748.98,14/01/1993,14/01/1993
746.71,15/01/1993,15/01/1993
746.39,16/01/1993,18/01/1993
747.20,19/01/1993,19/01/1993
748.07,20/01/1993,20/01/1993
750.06,21/01/1993,21/01/1993
750.00,22/01/1993,22/01/1993
748.56,23/01/1993,25/01/1993
747.25,26/01/1993,26/01/1993
747.13,27/01/1993,27/01/1993
746.21,28/01/1993,28/01/1993
745.14,29/01/1993,29/01/1993
746.05,30/01/1993,01/02/1993
745.27,02/02/1993,02/02/1993
745.64,03/02/1993,03/02/1993
1051.61,06/08/1996,06/08/1996
1049.37,07/08/1996,08/08/1996
1044.90,09/08/1996,09/08/1996
1040.68,10/08/1996,12/08/1996
1035.79,13/08/1996,13/08/1996
1029.46,14/08/1996,14/08/1996
2111.94,24/05/2000,24/05/2000
2142.14,25/05/2000,25/05/2000
2113.28,26/05/2000,26/05/2000
2096.52,27/05/2000,29/05/2000
2077.28,30/05/2000,30/05/2000
2084.92,31/05/2000,31/05/2000
2096.96,01/06/2000,01/06/2000
2095.10,02/06/2000,02/06/2000
2118.57,03/06/2000,06/06/2000
2121.73,07/06/2000,07/06/2000
2127.03,08/06/2000,08/06/2000
2125.30,09/06/2000,09/06/2000
2115.86,10/06/2000,12/06/2000
2106.97,13/06/2000,13/06/2000
2122.24,14/06/2000,14/06/2000
2111.09,15/06/2000,15/06/2000
2110.57,16/06/2000,16/06/2000
2114.80,17/06/2000,19/06/2000
2115.15,20/06/2000,20/06/2000
2123.58,21/06/2000,21/06/2000
2134.34,22/06/2000,22/06/2000
2129.13,23/06/2000,23/06/2000
2123.99,24/06/2000,27/06/2000
2135.65,28/06/2000,28/06/2000
2136.22,29/06/2000,29/06/2000
2139.11,30/06/2000,30/06/2000
2150.76,01/07/2000,04/07/2000
998.31,12/12/1996,12/12/1996
1947.55,04/02/2000,04/02/2000
2021.68,11/05/2000,11/05/2000
2031.96,12/05/2000,12/05/2000
2039.29,13/05/2000,15/05/2000
2035.54,16/05/2000,16/05/2000
2037.10,17/05/2000,17/05/2000
2047.79,18/05/2000,18/05/2000
2055.35,19/05/2000,19/05/2000
1986.96,07/04/2000,07/04/2000
1996.24,08/04/2000,10/04/2000
1998.25,11/04/2000,11/04/2000
1986.75,12/04/2000,12/04/2000
1987.38,13/04/2000,13/04/2000
1987.36,14/04/2000,14/04/2000
1987.39,15/04/2000,17/04/2000
1996.29,18/04/2000,18/04/2000
2003.02,19/04/2000,19/04/2000
1996.07,20/04/2000,24/04/2000
2001.62,03/05/2000,03/05/2000
2015.92,04/05/2000,04/05/2000
2027.26,05/05/2000,05/05/2000
2033.17,06/05/2000,08/05/2000
2044.59,09/05/2000,09/05/2000
1991.17,25/04/2000,25/04/2000
1988.65,26/04/2000,26/04/2000
1998.95,27/04/2000,27/04/2000
2002.95,28/04/2000,28/04/2000
2004.47,29/04/2000,02/05/2000
1958.12,01/04/2000,03/04/2000
1963.22,04/04/2000,04/04/2000
1964.10,05/04/2000,05/04/2000
1968.92,06/04/2000,06/04/2000
1959.84,23/03/2000,23/03/2000
1954.57,24/03/2000,24/03/2000
1954.83,25/03/2000,27/03/2000
1958.93,28/03/2000,28/03/2000
1955.14,29/03/2000,29/03/2000
1949.75,30/03/2000,30/03/2000
1948.60,05/02/2000,07/02/2000
1950.59,08/02/2000,08/02/2000
1949.54,09/02/2000,09/02/2000
1946.51,10/02/2000,10/02/2000
1952.29,11/02/2000,11/02/2000
1948.16,12/02/2000,14/02/2000
1950.77,15/02/2000,15/02/2000
1949.61,16/02/2000,16/02/2000
1946.79,17/02/2000,17/02/2000
1945.31,18/02/2000,18/02/2000
1947.41,19/02/2000,21/02/2000
1943.83,22/02/2000,22/02/2000
1941.54,23/02/2000,23/02/2000
1944.18,24/02/2000,24/02/2000
1947.72,25/02/2000,25/02/2000
1947.28,26/02/2000,28/02/2000
1946.17,29/02/2000,29/02/2000
1948.05,01/03/2000,01/03/2000
1950.88,02/03/2000,02/03/2000
1956.80,03/03/2000,03/03/2000
1961.16,04/03/2000,06/03/2000
1965.63,07/03/2000,07/03/2000
1964.26,08/03/2000,08/03/2000
1960.47,09/03/2000,09/03/2000
1959.77,10/03/2000,10/03/2000
1958.48,11/03/2000,13/03/2000
1957.50,14/03/2000,14/03/2000
1955.75,15/03/2000,15/03/2000
1954.26,16/03/2000,16/03/2000
1950.01,17/03/2000,17/03/2000
1952.98,18/03/2000,21/03/2000
1956.98,22/03/2000,22/03/2000
631.51,05/12/1991,05/12/1991
627.16,06/12/1991,06/12/1991
638.06,07/12/1991,09/12/1991
622.92,10/12/1991,10/12/1991
763.38,09/03/1993,09/03/1993
763.90,10/03/1993,10/03/1993
764.74,11/03/1993,11/03/1993
765.19,12/03/1993,12/03/1993
764.29,16/03/1993,16/03/1993
765.06,17/03/1993,17/03/1993
766.12,18/03/1993,18/03/1993
766.42,19/03/1993,19/03/1993
766.84,20/03/1993,23/03/1993
766.63,24/03/1993,24/03/1993
797.63,22/07/1993,22/07/1993
798.17,23/07/1993,23/07/1993
798.83,24/07/1993,26/07/1993
799.17,27/07/1993,27/07/1993
799.96,28/07/1993,28/07/1993
800.42,29/07/1993,29/07/1993
801.04,30/07/1993,30/07/1993
801.35,31/07/1993,02/08/1993
627.46,11/12/1991,11/12/1991
633.09,12/12/1991,12/12/1991
632.35,13/12/1991,13/12/1991
630.91,14/12/1991,16/12/1991
626.23,17/12/1991,17/12/1991
1925.49,01/10/2009,01/10/2009
1918.87,02/10/2009,02/10/2009
1919.75,03/10/2009,05/10/2009
1925.57,06/10/2009,06/10/2009
1906.59,07/10/2009,07/10/2009
1897.31,08/10/2009,08/10/2009
1870.96,09/10/2009,09/10/2009
1857.21,10/10/2009,13/10/2009
1825.68,14/10/2009,14/10/2009
1830.38,15/10/2009,15/10/2009
1838.26,16/10/2009,16/10/2009
1843.81,17/10/2009,19/10/2009
1858.40,20/10/2009,20/10/2009
1913.98,21/10/2009,21/10/2009
1910.04,22/10/2009,22/10/2009
1914.89,23/10/2009,23/10/2009
1924.35,24/10/2009,26/10/2009
1932.81,27/10/2009,27/10/2009
1977.26,28/10/2009,28/10/2009
2006.18,29/10/2009,29/10/2009
2004.37,30/10/2009,30/10/2009
1993.80,31/10/2009,03/11/2009
2008.72,04/11/2009,04/11/2009
1963.70,05/11/2009,05/11/2009
1958.24,06/11/2009,06/11/2009
1981.61,07/11/2009,09/11/2009
1968.45,10/11/2009,10/11/2009
1969.52,11/11/2009,12/11/2009
1976.89,13/11/2009,13/11/2009
1971.27,14/11/2009,17/11/2009
1966.22,18/11/2009,18/11/2009
1953.45,19/11/2009,19/11/2009
1962.33,20/11/2009,20/11/2009
1974.47,21/11/2009,23/11/2009
1964.92,24/11/2009,24/11/2009
1969.01,25/11/2009,25/11/2009
1974.14,26/11/2009,27/11/2009
1997.47,28/11/2009,30/11/2009
1795.40,12/09/2012,12/09/2012
1802.22,13/09/2012,13/09/2012
1799.57,14/09/2012,14/09/2012
1789.54,15/09/2012,17/09/2012
1799.77,18/09/2012,18/09/2012
1800.19,19/09/2012,19/09/2012
1795.66,20/09/2012,20/09/2012
1798.98,21/09/2012,21/09/2012
1796.75,22/09/2012,24/09/2012
1799.29,25/09/2012,25/09/2012
1795.69,26/09/2012,26/09/2012
1799.55,27/09/2012,27/09/2012
1798.08,28/09/2012,28/09/2012
1800.52,29/09/2012,01/10/2012
1797.97,02/10/2012,02/10/2012
1798.86,03/10/2012,03/10/2012
1800.43,04/10/2012,04/10/2012
1797.68,05/10/2012,05/10/2012
1795.40,06/10/2012,09/10/2012
1798.32,10/10/2012,10/10/2012
1799.78,11/10/2012,11/10/2012
1797.68,12/10/2012,12/10/2012
1797.68,13/10/2012,16/10/2012
1797.81,17/10/2012,17/10/2012
1798.53,18/10/2012,18/10/2012
1797.66,19/10/2012,19/10/2012
1798.42,20/10/2012,22/10/2012
1802.91,23/10/2012,23/10/2012
1816.60,24/10/2012,24/10/2012
1817.25,25/10/2012,25/10/2012
1816.97,26/10/2012,26/10/2012
1823.18,27/10/2012,29/10/2012
1830.45,30/10/2012,30/10/2012
1829.89,31/10/2012,31/10/2012
1831.25,01/11/2012,01/11/2012
1825.50,02/11/2012,02/11/2012
1828.80,03/11/2012,06/11/2012
1814.99,07/11/2012,07/11/2012
1814.83,08/11/2012,08/11/2012
1814.21,09/11/2012,09/11/2012
1816.99,10/11/2012,13/11/2012
1819.30,14/11/2012,14/11/2012
1818.20,15/11/2012,15/11/2012
1822.61,16/11/2012,16/11/2012
1823.46,17/11/2012,19/11/2012
1817.67,20/11/2012,20/11/2012
1815.58,21/11/2012,21/11/2012
1815.76,22/11/2012,23/11/2012
1820.18,24/11/2012,26/11/2012
1824.12,27/11/2012,27/11/2012
1823.54,28/11/2012,28/11/2012
1825.08,29/11/2012,29/11/2012
1817.93,30/11/2012,30/11/2012
1813.72,01/12/2012,03/12/2012
1813.73,04/12/2012,04/12/2012
1813.57,05/12/2012,05/12/2012
1811.05,06/12/2012,06/12/2012
1803.69,07/12/2012,07/12/2012
